audio_name,primary_emotion
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F017.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M020.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M010.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F026.wav,Sad
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M007.wav,Neutral
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M017.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M038.wav,Sad
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F023.wav,Excited
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M007.wav,Sad
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F001.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F032.wav,Happy
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F009.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M026.wav,Happy
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M019.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M006.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F011.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F010.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F014.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M051.wav,Excited
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F030.wav,Neutral
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F023.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F008.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M004.wav,Sad
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_F012.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_F013.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M016.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F038.wav,Excited
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F001.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F005.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_F015.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_impro01/Ses01M_impro01_M011.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F004.wav,Neutral
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M018.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M003.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F037.wav,Sad
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M003.wav,Excited
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F018.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M030.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F051.wav,Happy
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M000.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M031.wav,Angry
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F030.wav,Angry
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M013.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M019.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M005.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M037.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F044.wav,Sad
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F010.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F012.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_F023.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M019.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F042.wav,Excited
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F005.wav,Surprised
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_script01_2/Ses05F_script01_2_F017.wav,Angry
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F032.wav,Angry
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F019.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_F030.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M033.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M004.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F028.wav,Sad
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M000.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M013.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F012.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_F025.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F007.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M028.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F029.wav,Excited
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_F013.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F013.wav,Happy
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F003.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F022.wav,Excited
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M013.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M016.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M033.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F019.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M015.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M010.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M003.wav,Neutral
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M021.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro02/Ses04M_impro02_M003.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F016.wav,Sad
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M001.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M021.wav,Angry
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F006.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script01_3/Ses04F_script01_3_M031.wav,Sad
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_script02_2/Ses05F_script02_2_M022.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F003.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F006.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F035.wav,Excited
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro04/Ses04M_impro04_M015.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F002.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M012.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro06/Ses05M_impro06_M008.wav,Sad
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_F021.wav,Angry
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F017.wav,Excited
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M010.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F029.wav,Sad
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F016.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M028.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M029.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M012.wav,Sad
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M005.wav,Excited
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F006.wav,Angry
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F008.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F002.wav,Surprised
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F047.wav,Happy
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_F003.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M039.wav,Angry
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M033.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F049.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M051.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M034.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M014.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M000.wav,Excited
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F013.wav,Angry
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_M017.wav,Angry
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M034.wav,Neutral
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,Neutral
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M013.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F006.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M018.wav,Happy
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M002.wav,Surprised
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M026.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F007.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M009.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_F016.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M038.wav,Excited
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M037.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M027.wav,Excited
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F007.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F037.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M002.wav,Excited
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M047.wav,Angry
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M018.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro01/Ses04F_impro01_M007.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M002.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F013.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M012.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_M041.wav,Sad
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M009.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M031.wav,Sad
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M013.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F043.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M006.wav,Sad
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M012.wav,Neutral
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M033.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M038.wav,Sad
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_M009.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M040.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro01/Ses05F_impro01_F013.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F005.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M013.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M042.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_M010.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M036.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M016.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F045.wav,Happy
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M007.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M041.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M019.wav,Excited
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M025.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M007.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F025.wav,Excited
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M028.wav,Neutral
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F014.wav,Sad
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F025.wav,Happy
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F003.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M008.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F017.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M025.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_script01_1/Ses05F_script01_1_M024.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F007.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_M001.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M005.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F017.wav,Happy
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_F003.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M018.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M013.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_F036.wav,Angry
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M052.wav,Happy
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M009.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M028.wav,Angry
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M008.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M036.wav,Sad
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F035.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M025.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F043.wav,Neutral
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F016.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F020.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F032.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F005.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro01/Ses05F_impro01_M014.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M033.wav,Sad
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F022.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M034.wav,Angry
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M018.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_script02_2/Ses05F_script02_2_F029.wav,Sad
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M021.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_M005.wav,Excited
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M001.wav,Fearful
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M011.wav,Happy
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M022.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M024.wav,Happy
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F046.wav,Sad
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M012.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F012.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M011.wav,Neutral
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M011.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F020.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F006.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M003.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F024.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_F002.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F004.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F035.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F040.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M000.wav,Happy
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F010.wav,Frustrated
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F025.wav,Sad
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M016.wav,Neutral
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F028.wav,Angry
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F003.wav,Frustrated
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M010.wav,Angry
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M008.wav,Excited
./IEMOCAP_Dataset/Session5/sentences/wav/Ses05M_impro02/Ses05M_impro02_F012.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M000.wav,Neutral
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F029.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F000.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F005.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M015.wav,Frustrated
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F035.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M002.wav,Neutral
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro01/Ses04M_impro01_F017.wav,Frustrated
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F008.wav,Angry
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M018.wav,Frustrated
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F004.wav,Angry
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F020.wav,Happy
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F024.wav,Sad
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M023.wav,Sad
./IEMOCAP_Dataset/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M000.wav,Sad
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M034.wav,Neutral
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M035.wav,Sad
./IEMOCAP_Dataset/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F002.wav,Happy
./IEMOCAP_Dataset/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F016.wav,Sad
./IEMOCAP_Dataset/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M006.wav,Happy
